date,split,price_true,price_pred
2020-01-31,val,9334.980000000003,9294.754686250686
2020-02-01,val,9380.179999999998,9087.08680785656
2020-02-02,val,9323.5,9298.27319082141
2020-02-03,val,9280.489999999998,9229.069171071053
2020-02-04,val,9164.329999999998,9120.144867840409
2020-02-05,val,9613.819999999998,8944.195543922186
2020-02-06,val,9763.009999999998,9478.70049374938
2020-02-07,val,9808.050000000012,9595.537865533828
2020-02-08,val,9905.639999999996,9670.363751220702
2020-02-09,val,10168.350000000004,9836.2087164402
2020-02-10,val,9851.779999999993,10079.471874010564
2020-02-11,val,10270.009999999993,9780.156009348631
2020-02-12,val,10351.130000000001,10225.918146483302
2020-02-13,val,10236.489999999996,10287.579680126308
2020-02-14,val,10371.330000000013,10168.578715853691
2020-02-15,val,9911.219999999996,10288.858680843116
2020-02-16,val,9920.999999999998,9879.313336093424
2020-02-17,val,9700.000000000002,9920.085791945457
2020-02-18,val,10188.040000000005,9749.258506298065
2020-02-19,val,9600.079999999994,10147.83428646803
2020-02-20,val,9610.049999999994,9459.321647763252
2020-02-21,val,9695.660000000002,9522.685992407798
2020-02-22,val,9668.230000000007,9594.261126197576
2020-02-23,val,9965.010000000004,9576.463963642716
2020-02-24,val,9660.0,9888.889161382915
2020-02-25,val,9304.999999999985,9566.873778104782
2020-02-26,val,8778.300000000008,9261.522133350372
2020-02-27,val,8812.489999999996,8759.8761149168
2020-02-28,val,8708.890000000001,8829.606296240092
2020-02-29,val,8525.069999999994,8762.141396986246
2020-03-01,val,8522.310000000003,8629.172381529808
2020-03-02,val,8914.999999999996,8603.803508416413
2020-03-03,val,8757.84000000001,9051.845108866692
2020-03-04,val,8760.659999999985,8855.03161474228
2020-03-05,val,9070.170000000013,8964.467392158509
2020-03-06,val,9158.509999999998,9112.431679723262
2020-03-07,val,8901.370000000003,9303.7505147326
2020-03-08,val,8037.7599999999975,8988.284707894327
2020-03-09,val,7934.519999999992,8171.780029449463
2020-03-10,val,7894.680000000009,8118.548173828125
2020-03-11,val,7938.050000000005,8077.486756725311
2020-03-12,val,4857.099999999997,7976.246021342277
2020-03-13,val,5637.600000000002,4885.243430066109
2020-03-14,val,5165.249999999999,5606.719105339051
2020-03-15,val,5345.349999999997,5219.053866505623
2020-03-16,val,5037.610000000002,5484.342603868246
2020-03-17,val,5331.709999999999,5164.314604468345
2020-03-18,val,5413.640000000002,5219.395321778655
2020-03-19,val,6186.260000000005,5529.731832199097
2020-03-20,val,6206.099999999996,6121.04349246502
2020-03-21,val,6198.779999999997,6338.686216843129
2020-03-22,val,5818.25,6390.128705992698
2020-03-23,val,6490.6300000000065,5966.363252460957
2020-03-24,val,6766.64,6510.393727437257
2020-03-25,val,6690.959999999991,6777.160281658173
2020-03-26,val,6758.180000000005,6834.150363664628
2020-03-27,val,6372.360000000004,6809.290469982624
2020-03-28,val,6251.820000000001,6617.1941846895215
2020-03-29,val,5877.209999999991,6407.249341371059
2020-03-30,val,6406.400000000001,5972.068076133728
2020-03-31,val,6424.350000000004,6436.14391708374
2020-04-01,val,6666.109999999996,6455.506758195163
2020-04-02,val,6804.519999999999,6685.808882197141
2020-04-03,val,6741.990000000007,6916.179693250657
2020-04-04,val,6874.770000000003,6846.2526067078115
2020-04-05,val,6778.249999999993,6797.6889091962585
2020-04-06,val,7341.559999999998,6753.532351076603
2020-04-07,val,7200.01000000001,7332.946894853116
2020-04-08,val,7370.109999999993,7159.89911779821
2020-04-09,val,7293.240000000003,7696.0520702874655
2020-04-10,val,6871.91,7490.515320167541
2020-04-11,val,6889.649999999992,6925.736879307032
2020-04-12,val,6908.130000000006,6964.126416349411
2020-04-13,val,6861.210000000002,6982.33101611495
2020-04-14,val,6877.369999999994,6723.594147201777
2020-04-15,val,6624.119999999999,6707.811828812361
2020-04-16,val,7112.64000000001,6811.572641272544
2020-04-17,val,7037.4599999999955,7181.691538581848
2020-04-18,val,7261.76,6937.504354451895
2020-04-19,val,7130.709999999998,7136.094690418244
2020-04-20,val,6838.190000000007,7052.910309987068
2020-04-21,val,6853.680000000001,6788.065656973123
2020-04-22,val,7136.839999999992,6824.463690218926
2020-04-23,val,7488.829999999998,7096.489318752289
2020-04-24,val,7514.639999999997,7304.476456968188
2020-04-25,val,7547.609999999999,7637.628218650818
2020-04-26,val,7706.4000000000015,7717.617760180235
2020-04-27,val,7789.7699999999995,7894.512377643585
2020-04-28,val,7755.010000000002,7801.8103954768185
2020-04-29,val,8793.750000000007,6943.019090027809
2020-04-30,val,8624.279999999997,7897.306947782636
2020-05-01,val,8829.420000000002,8104.392250485421
2020-05-02,val,8985.58,8390.068201925755
2020-05-03,val,8909.95,8545.714823040962
2020-05-04,val,8883.530000000008,8474.526344168187
2020-05-05,val,9028.789999999992,8141.910142709614
2020-05-06,val,9155.790000000006,8533.587936546803
2020-05-07,val,10004.769999999995,8756.188597333432
2020-05-08,val,9810.0,9628.504968150259
2020-05-09,val,9537.209999999997,9575.318491458893
2020-05-10,val,8729.860000000011,9645.985206416844
2020-05-11,val,8572.399999999987,8922.11946138382
2020-05-12,val,8821.42000000001,8776.348653030394
2020-05-13,val,9321.26,8921.114380791187
2020-05-14,val,9795.339999999987,9413.206876194477
2020-05-15,val,9312.1,9841.502507083416
2020-05-16,val,9383.16000000001,9227.978578913213
2020-05-17,val,9676.629999999996,9284.620471129418
2020-05-18,val,9728.519999999995,9633.242896018028
2020-05-19,val,9783.759999999998,9674.211585681438
2020-05-20,val,9509.410000000005,9806.702583913804
2020-05-21,val,9061.959999999995,9622.62816615343
