date,split,price_true,price_pred
2020-01-02,val,6945.020000000004,7176.05520284642
2020-01-03,val,7334.45,7192.149664470769
2020-01-04,val,7348.6299999999965,7499.797525615816
2020-01-05,val,7355.400000000011,7524.548056279756
2020-01-06,val,7764.629999999993,7592.2390482866385
2020-01-07,val,8158.519999999995,7634.050441496273
2020-01-08,val,8045.510000000001,8338.80423953556
2020-01-09,val,7813.780000000006,8179.626967698571
2020-01-10,val,8198.089999999997,7540.339908176413
2020-01-11,val,8020.0,8086.819444095222
2020-01-12,val,8180.81000000001,8506.274050485132
2020-01-13,val,8104.499999999998,8157.41585839475
2020-01-14,val,8815.689999999995,7883.54406713656
2020-01-15,val,8808.809999999998,9050.778402209356
2020-01-16,val,8714.759999999998,8945.628353946317
2020-01-17,val,8899.420000000004,8881.373126390336
2020-01-18,val,8909.319999999998,9054.010684290182
2020-01-19,val,8697.529999999997,9162.004163431917
2020-01-20,val,8628.890000000005,8696.197990216124
2020-01-21,val,8722.029999999999,8708.272595317198
2020-01-22,val,8660.380000000001,8476.720580593112
2020-01-23,val,8385.21999999999,8731.68375797463
2020-01-24,val,8427.260000000006,8490.91798033822
2020-01-25,val,8326.809999999998,8359.646662129668
2020-01-26,val,8595.0,8344.126994115977
2020-01-27,val,8895.959999999994,8774.363972138559
2020-01-28,val,9394.500000000002,9072.710815336544
2020-01-29,val,9288.439999999999,9650.13337662065
2020-01-30,val,9503.080000000007,9437.352336967419
2020-01-31,val,9334.980000000003,9562.00583091657
2020-02-01,val,9380.179999999998,9416.64425898148
2020-02-02,val,9323.5,9700.915617680968
2020-02-03,val,9280.489999999998,9856.114889962522
2020-02-04,val,9164.329999999998,8968.308397189858
2020-02-05,val,9613.819999999998,9039.481150998337
2020-02-06,val,9763.009999999998,9635.47915955473
2020-02-07,val,9808.050000000012,9662.082779070572
2020-02-08,val,9905.639999999996,9753.810335526929
2020-02-09,val,10168.350000000004,10170.47267974189
2020-02-10,val,9851.779999999993,10255.794073167524
2020-02-11,val,10270.009999999993,10015.707337170305
2020-02-12,val,10351.130000000001,10420.442619126556
2020-02-13,val,10236.489999999996,9987.968421194451
2020-02-14,val,10371.330000000013,10044.40290092137
2020-02-15,val,9911.219999999996,10481.903603109535
2020-02-16,val,9920.999999999998,10000.98767048821
2020-02-17,val,9700.000000000002,9884.737047710656
2020-02-18,val,10188.040000000005,9522.954691170606
2020-02-19,val,9600.079999999994,10518.148665153556
2020-02-20,val,9610.049999999994,9409.762050170923
2020-02-21,val,9695.660000000002,9761.070887514816
2020-02-22,val,9668.230000000007,9677.954768649195
2020-02-23,val,9965.010000000004,9684.544463228407
2020-02-24,val,9660.0,9968.271025375921
2020-02-25,val,9304.999999999985,9693.39322027728
2020-02-26,val,8778.300000000008,9228.768760795774
2020-02-27,val,8812.489999999996,9069.748732143262
2020-02-28,val,8708.890000000001,8859.837817633543
2020-02-29,val,8525.069999999994,8720.856046337649
2020-03-01,val,8522.310000000003,8485.505189698362
2020-03-02,val,8914.999999999996,8359.079468760472
2020-03-03,val,8757.84000000001,8827.130922963097
2020-03-04,val,8760.659999999985,8985.39817361556
2020-03-05,val,9070.170000000013,8698.407415163509
2020-03-06,val,9158.509999999998,8990.97708060641
2020-03-07,val,8901.370000000003,9173.693464954618
2020-03-08,val,8037.7599999999975,8818.145206588604
2020-03-09,val,7934.519999999992,8177.26522964063
2020-03-10,val,7894.680000000009,7861.76522192062
2020-03-11,val,7938.050000000005,7836.908597410593
2020-03-12,val,4857.099999999997,7869.75110831957
2020-03-13,val,5637.600000000002,4814.417249610972
2020-03-14,val,5165.249999999999,5588.067021059398
2020-03-15,val,5345.349999999997,5145.735586437525
2020-03-16,val,5037.610000000002,5299.707356578314
2020-03-17,val,5331.709999999999,4993.3543731641585
2020-03-18,val,5413.640000000002,5284.846199381885
2020-03-19,val,6186.260000000005,5366.055992488487
2020-03-20,val,6206.099999999996,6131.885014233398
2020-03-21,val,6198.779999999997,6151.82188765596
2020-03-22,val,5818.25,6144.296470891169
2020-03-23,val,6490.6300000000065,5770.63808677962
2020-03-24,val,6766.64,6433.57971212616
2020-03-25,val,6690.959999999991,6707.668391949305
2020-03-26,val,6758.180000000005,6632.2062030134175
2020-03-27,val,6372.360000000004,6698.803338432424
2020-03-28,val,6251.820000000001,6316.379846983016
2020-03-29,val,5877.209999999991,6210.979485107327
2020-03-30,val,6406.400000000001,5825.632918484781
2020-03-31,val,6424.350000000004,6350.090063534208
2020-04-01,val,6666.109999999996,6373.4446504468715
2020-04-02,val,6804.519999999999,6607.517961139126
2020-04-03,val,6741.990000000007,6744.830520389928
2020-04-04,val,6874.770000000003,6682.73035000215
2020-04-05,val,6778.249999999993,6863.09962596452
2020-04-06,val,7341.559999999998,6716.696064684667
2020-04-07,val,7200.01000000001,7270.126946079416
2020-04-08,val,7370.109999999993,7136.675741508042
2020-04-09,val,7293.240000000003,7305.408744891583
2020-04-10,val,6871.91,7229.226006710985
2020-04-11,val,6889.649999999992,6826.104754923001
2020-04-12,val,6908.130000000006,6941.39841736746
2020-04-13,val,6861.210000000002,6772.6781689398895
2020-04-14,val,6877.369999999994,6858.962233917285
2020-04-15,val,6624.119999999999,6817.382080018068
2020-04-16,val,7112.64000000001,6565.896783044757
2020-04-17,val,7037.4599999999955,7052.510778849882
2020-04-18,val,7261.76,6974.922727997775
2020-04-19,val,7130.709999999998,7245.407033917527
2020-04-20,val,6838.190000000007,7051.16098978729
2020-04-21,val,6853.680000000001,6870.511768422537
2020-04-22,val,7136.839999999992,6793.438634061829
2020-04-23,val,7488.829999999998,7074.109760175238
2020-04-24,val,7514.639999999997,7423.005895507413
2020-04-25,val,7547.609999999999,7448.589034951498
2020-04-26,val,7706.4000000000015,7481.27166364071
2020-04-27,val,7789.7699999999995,7662.854738399394
2020-04-28,val,7755.010000000002,7721.300741857778
2020-04-29,val,8793.750000000007,7686.846269673493
2020-04-30,val,8624.279999999997,8716.475095186786
2020-05-01,val,8829.420000000002,8548.474894917868
2020-05-02,val,8985.58,8761.075905800444
2020-05-03,val,8909.95,8900.422229791086
2020-05-04,val,8883.530000000008,8819.044264320939
2020-05-05,val,9028.789999999992,8805.44698743555
2020-05-06,val,9155.790000000006,8949.43020462454
2020-05-07,val,10004.769999999995,9075.311942548227
2020-05-08,val,9810.0,9914.10628363326
2020-05-09,val,9537.209999999997,9612.672546132955
2020-05-10,val,8729.860000000011,9288.945278604942
2020-05-11,val,8572.399999999987,8910.395639299219
2020-05-12,val,8821.42000000001,8507.65701946513
2020-05-13,val,9321.26,8722.857766403346
2020-05-14,val,9795.339999999987,9261.885132226227
2020-05-15,val,9312.1,9717.059180308626
2020-05-16,val,9383.16000000001,9272.737906625092
2020-05-17,val,9676.629999999996,9627.419073921406
2020-05-18,val,9728.519999999995,9561.1807889573
2020-05-19,val,9783.759999999998,9278.425446399457
2020-05-20,val,9509.410000000005,9750.723987207557
2020-05-21,val,9061.959999999995,9425.825728825082
2020-05-22,val,9168.840000000011,8982.308652333188
2020-05-23,val,9181.759999999998,9087.95458881804
2020-05-24,val,8715.729999999996,9386.28402773898
2020-05-25,val,8899.309999999996,8955.771979867703
2020-05-26,val,8844.42000000001,8761.250508290623
2020-05-27,val,9208.530000000004,8871.815908430128
2020-05-28,val,9580.189999999997,9121.301213545785
2020-05-29,val,9423.840000000007,9427.831949411358
2020-05-30,val,9700.329999999989,9316.790099438842
2020-05-31,val,9446.57000000001,9653.938682310614
2020-06-01,val,10208.959999999997,9482.795241263451
2020-06-02,val,9522.46,10199.053492346515
2020-06-03,val,9668.069999999996,9628.918717368997
2020-06-04,val,9788.029999999992,9922.634313646075
2020-06-05,val,9613.210000000008,9869.038700646337
2020-06-06,val,9671.700000000008,9654.445291971255
2020-06-07,val,9750.119999999995,9738.370636085638
2020-06-08,val,9781.509999999998,9962.327048486657
2020-06-09,val,9779.41,9535.664773560977
2020-06-10,val,9894.040000000005,10169.605933444718
2020-06-11,val,9268.159999999993,9869.25742538102
2020-06-12,val,9464.170000000007,9386.661898658847
2020-06-13,val,9474.99999999999,9374.802591769876
2020-06-14,val,9325.000000000004,9670.888306905577
2020-06-15,val,9432.530000000004,9366.14093140272
2020-06-16,val,9526.249999999995,9950.587646380089
2020-06-17,val,9457.51000000001,9383.563169352667
2020-06-18,val,9376.13999999999,9515.47509967407
2020-06-19,val,9301.909999999998,9242.276632873743
2020-06-20,val,9355.740000000002,9316.411460747511
2020-06-21,val,9286.139999999994,9520.746002181808
2020-06-22,val,9690.740000000013,9303.279345917983
2020-06-23,val,9623.559999999992,9685.9269937547
2020-06-24,val,9285.910000000009,9671.066653141665
2020-06-25,val,9243.509999999995,9385.096566350601
2020-06-26,val,9155.420000000002,9230.040040900038
2020-06-27,val,9002.459999999992,8984.871233236538
2020-06-28,val,9113.240000000003,9058.441684859428
2020-06-29,val,9184.449999999993,9537.604078909455
2020-06-30,val,9136.200000000015,8943.895807964007
2020-07-01,val,9239.969999999988,9283.311479546663
2020-07-02,val,9091.53000000001,9216.750023388891
2020-07-03,val,9063.87,9166.060711293203
2020-07-04,val,9138.509999999998,8941.563486049286
2020-07-05,val,9074.390000000001,9268.385854148331
2020-07-06,val,9343.309999999998,9129.803911030433
2020-07-07,val,9253.939999999997,9209.330805573212
2020-07-08,val,9435.280000000006,9436.63750315063
2020-07-09,val,9236.949999999999,9391.088577089844
2020-07-10,val,9291.049999999994,9230.656656714944
