date,split,price_true,price_pred
2020-01-02,val,6945.020000000004,7114.149117125559
2020-01-03,val,7334.45,6939.284549924453
2020-01-04,val,7348.6299999999965,7491.024925752363
2020-01-05,val,7355.400000000011,7427.290862616318
2020-01-06,val,7764.629999999993,7415.895311055266
2020-01-07,val,8158.519999999995,7825.125473145129
2020-01-08,val,8045.510000000001,8260.812519624082
2020-01-09,val,7813.780000000006,8178.433417048051
2020-01-10,val,8198.089999999997,7855.860670538727
2020-01-11,val,8020.0,8216.32262880655
2020-01-12,val,8180.81000000001,8085.568101306381
2020-01-13,val,8104.499999999998,8274.790519863249
2020-01-14,val,8815.689999999995,8019.091177495506
2020-01-15,val,8808.809999999998,8925.728189371917
2020-01-16,val,8714.759999999998,8878.286080461206
2020-01-17,val,8899.420000000004,8776.090149864327
2020-01-18,val,8909.319999999998,8920.528828145116
2020-01-19,val,8697.529999999997,9051.11107979498
2020-01-20,val,8628.890000000005,8651.429782172947
2020-01-21,val,8722.029999999999,8649.01178561814
2020-01-22,val,8660.380000000001,8573.741148399273
2020-01-23,val,8385.21999999999,8596.748144280662
2020-01-24,val,8427.260000000006,8423.700584462516
2020-01-25,val,8326.809999999998,8444.480212131044
2020-01-26,val,8595.0,8321.285110849427
2020-01-27,val,8895.959999999994,8552.884571645709
2020-01-28,val,9394.500000000002,8845.175464562008
2020-01-29,val,9288.439999999999,9571.934739744724
2020-01-30,val,9503.080000000007,9268.481472636924
2020-01-31,val,9334.980000000003,9737.171017613024
2020-02-01,val,9380.179999999998,9337.566220850544
2020-02-02,val,9323.5,9522.076343458279
2020-02-03,val,9280.489999999998,9574.755933172033
2020-02-04,val,9164.329999999998,9042.671619470617
2020-02-05,val,9613.819999999998,9152.52803555658
2020-02-06,val,9763.009999999998,9540.612472113124
2020-02-07,val,9808.050000000012,9620.33472722975
2020-02-08,val,9905.639999999996,9714.867195499284
2020-02-09,val,10168.350000000004,9943.612782050122
2020-02-10,val,9851.779999999993,10156.433652798918
2020-02-11,val,10270.009999999993,9842.779729976919
2020-02-12,val,10351.130000000001,10467.544186432064
2020-02-13,val,10236.489999999996,10374.752021550317
2020-02-14,val,10371.330000000013,10143.865159423358
2020-02-15,val,9911.219999999996,10446.190091825709
2020-02-16,val,9920.999999999998,9956.35640594378
2020-02-17,val,9700.000000000002,9875.870717220372
2020-02-18,val,10188.040000000005,9575.379518169648
2020-02-19,val,9600.079999999994,10091.87877790397
2020-02-20,val,9610.049999999994,9548.414763486384
2020-02-21,val,9695.660000000002,9583.390921359825
2020-02-22,val,9668.230000000007,9700.956819902225
2020-02-23,val,9965.010000000004,9641.258308616205
2020-02-24,val,9660.0,9918.357257428019
2020-02-25,val,9304.999999999985,9593.012038088349
2020-02-26,val,8778.300000000008,9198.496760231423
2020-02-27,val,8812.489999999996,8756.138497742026
2020-02-28,val,8708.890000000001,8777.96277910172
2020-02-29,val,8525.069999999994,8690.74650927632
2020-03-01,val,8522.310000000003,8482.36275761375
2020-03-02,val,8914.999999999996,8443.849677475353
2020-03-03,val,8757.84000000001,8805.633170079405
2020-03-04,val,8760.659999999985,8779.545933257798
2020-03-05,val,9070.170000000013,8705.399034187918
2020-03-06,val,9158.509999999998,8967.067481778287
2020-03-07,val,8901.370000000003,9115.564807666415
2020-03-08,val,8037.7599999999975,8882.15889211581
2020-03-09,val,7934.519999999992,7866.462802713235
2020-03-10,val,7894.680000000009,7741.061567972675
2020-03-11,val,7938.050000000005,7772.19860884227
2020-03-12,val,4857.099999999997,7875.216516282972
2020-03-13,val,5637.600000000002,4893.617009210114
2020-03-14,val,5165.249999999999,5903.517000462378
2020-03-15,val,5345.349999999997,5393.3240741785285
2020-03-16,val,5037.610000000002,5554.240255280513
2020-03-17,val,5331.709999999999,5377.317204617646
2020-03-18,val,5413.640000000002,5479.204061112088
2020-03-19,val,6186.260000000005,5595.396039744072
2020-03-20,val,6206.099999999996,6134.739058400852
2020-03-21,val,6198.779999999997,6114.232745101464
2020-03-22,val,5818.25,6097.712840987041
2020-03-23,val,6490.6300000000065,5823.098591797598
2020-03-24,val,6766.64,6500.731633335968
2020-03-25,val,6690.959999999991,6779.401392053731
2020-03-26,val,6758.180000000005,6889.511023889535
2020-03-27,val,6372.360000000004,6708.962832340761
2020-03-28,val,6251.820000000001,6298.175717390071
2020-03-29,val,5877.209999999991,6221.373137387913
2020-03-30,val,6406.400000000001,5824.077986062938
2020-03-31,val,6424.350000000004,6222.840123399417
2020-04-01,val,6666.109999999996,6471.415897971162
2020-04-02,val,6804.519999999999,6874.234036655855
2020-04-03,val,6741.990000000007,7054.098704289563
2020-04-04,val,6874.770000000003,6803.31718381908
2020-04-05,val,6778.249999999993,7022.703553742444
2020-04-06,val,7341.559999999998,7071.906687525605
2020-04-07,val,7200.01000000001,7376.2129440933595
2020-04-08,val,7370.109999999993,7460.76499062123
2020-04-09,val,7293.240000000003,7500.182293464287
2020-04-10,val,6871.91,7298.2381641162
2020-04-11,val,6889.649999999992,6749.856123339254
2020-04-12,val,6908.130000000006,6869.486559996091
2020-04-13,val,6861.210000000002,6819.840533359377
2020-04-14,val,6877.369999999994,6635.529749950742
2020-04-15,val,6624.119999999999,6960.493600110063
2020-04-16,val,7112.64000000001,6653.8669614073315
2020-04-17,val,7037.4599999999955,7126.894156017233
2020-04-18,val,7261.76,7022.976544602143
2020-04-19,val,7130.709999999998,7275.784905329975
2020-04-20,val,6838.190000000007,7207.135663938687
2020-04-21,val,6853.680000000001,6762.855040032265
2020-04-22,val,7136.839999999992,6810.079558093277
