date,open,high,low,close,volume
2014-08-29,506.94,514.98,501.25,509.3,7246.60661668
2014-08-30,509.3,509.42,498.13,500.85,4403.40225745
2014-08-31,501.49,504.75,473.33,479.04,11289.83523732
2014-09-01,479.01,490.0,472.01,474.54,9091.87194074
2014-09-02,475.89,484.61,470.42,474.5,7333.51314038
2014-09-03,474.5,477.99,471.0,474.89,4742.88446091
2014-09-04,474.86,497.0,471.04,487.43,10793.6031862
2014-09-05,489.61,489.96,473.03,477.65,5212.43495157
2014-09-06,477.65,485.0,477.16,479.78,2770.79627418
2014-09-07,479.99,483.0,474.95,475.43,2858.65175279
2014-09-08,477.4,478.39,456.3,468.33,14567.96157896
2014-09-09,468.32,476.4,459.18,473.2,9121.83125763
2014-09-10,473.34,492.0,473.32,476.57,11509.59447324
2014-09-11,477.78,480.0,465.0,475.9,7936.72859426
2014-09-12,477.43,478.0,462.0,474.62,6097.71157068
2014-09-13,473.08,480.13,467.43,477.98,5828.26364902
2014-09-14,477.99,481.58,473.59,475.49,3884.67652657
2014-09-15,475.47,479.62,467.76,469.47,6221.85047546
2014-09-16,469.47,473.69,462.0,462.02,5948.7590007
2014-09-17,463.48,465.57,443.57,452.09,12477.77437895
2014-09-18,452.99,452.99,407.94,425.0,22063.88469165
2014-09-19,426.62,429.0,378.78,395.86,29732.72036196
2014-09-20,395.86,431.11,390.0,408.76,19916.52493458
2014-09-21,410.92,413.53,390.0,399.55,14182.71565192
2014-09-22,400.77,409.38,396.26,400.07,10803.01757962
2014-09-23,399.77,452.67,393.6,438.97,26999.29385
2014-09-24,440.85,441.78,418.83,423.68,14141.19892519
2014-09-25,423.57,423.9,400.0,408.76,15016.869054
2014-09-26,410.0,414.35,396.53,403.57,9921.11699487
2014-09-27,405.08,408.99,396.57,401.77,5472.59979258
2014-09-28,399.16,403.99,368.9,375.35,16139.76492826
2014-09-29,375.35,386.03,365.2,374.2,20026.50713044
2014-09-30,374.17,397.75,371.8,391.09,14289.95929522
2014-10-01,389.56,393.79,377.01,384.86,13037.59844952
2014-10-02,384.85,385.82,372.0,374.68,10414.19712293
2014-10-03,376.29,378.11,353.75,358.74,20408.97505396
2014-10-04,358.71,365.07,322.04,326.21,28981.80406599
2014-10-05,326.24,339.43,275.0,323.52,61726.3716087
2014-10-06,322.82,347.0,295.89,328.59,69537.66216756
2014-10-07,328.56,336.99,312.37,334.8,22961.89001301
2014-10-08,334.8,359.0,326.93,355.73,28614.8310651
2014-10-09,355.73,395.55,349.0,364.01,47817.25004767
2014-10-10,364.01,380.08,351.1,360.89,20543.27563738
2014-10-11,360.85,368.06,352.1,362.0,9973.2687058
2014-10-12,362.77,383.6,354.71,378.11,14250.47171152
2014-10-13,378.48,405.0,368.07,392.6,26083.74635605
2014-10-14,392.99,417.99,390.48,403.38,24822.16245713
2014-10-15,402.01,404.32,385.92,394.52,19147.69042041
2014-10-16,394.52,399.0,370.1,383.95,22776.51542094
2014-10-17,384.19,386.0,370.96,383.65,10507.82628734
2014-10-18,383.2,397.29,377.0,390.58,7074.8254279
2014-10-19,390.59,394.25,385.0,387.53,3242.37367978
2014-10-20,389.06,390.65,376.2,381.21,12081.79942479
2014-10-21,381.0,393.55,378.98,385.81,7953.32305008
2014-10-22,385.79,388.87,380.0,382.04,8315.65019597
2014-10-23,382.05,384.55,352.4,357.18,21058.44056541
2014-10-24,356.81,363.71,344.34,358.86,15639.50451721
2014-10-25,358.78,359.1,341.22,348.69,11095.79913905
2014-10-26,348.69,363.0,344.5,355.18,7916.85437019
2014-10-27,355.19,358.65,349.21,350.0,9540.67167766
2014-10-28,351.03,359.5,350.09,356.96,7003.9364508
2014-10-29,355.71,355.99,333.33,335.7,13256.25448124
2014-10-30,336.37,352.83,332.99,346.14,14119.76518683
2014-10-31,346.14,347.96,335.5,337.99,7525.75724528
2014-11-01,337.99,339.47,316.61,324.7,14970.5578556
2014-11-02,324.55,329.0,318.24,324.36,8335.4168615
2014-11-03,324.23,333.99,322.74,325.5,11276.27248027
2014-11-04,326.45,332.9,320.0,330.22,13703.07796895
2014-11-05,329.96,344.17,328.8,338.38,15373.39989187
2014-11-06,338.37,353.1,336.27,349.99,14288.79665307
2014-11-07,349.99,352.15,340.4,342.16,7243.12542476
2014-11-08,342.16,347.75,340.6,345.39,3771.0324892
2014-11-09,346.19,366.35,343.4,364.77,10537.15947888
2014-11-10,365.37,377.77,357.3,366.43,19273.07459974
2014-11-11,366.43,371.52,360.28,370.65,7702.42181852
2014-11-12,370.09,434.8,369.85,426.63,44040.4020956
2014-11-13,426.64,453.92,381.55,420.93,49884.51198201
2014-11-14,417.85,420.3,382.95,399.98,21657.71043489
2014-11-15,399.97,407.22,369.0,376.99,14428.76907096
2014-11-16,376.97,395.0,375.0,389.86,9680.49225548
2014-11-17,389.86,415.0,375.0,387.69,24309.43918879
2014-11-18,388.72,394.64,371.0,374.88,15205.2559529
2014-11-19,374.87,386.39,371.7,379.03,8984.9812234
2014-11-20,379.04,381.8,351.8,356.47,16380.89470034
2014-11-21,356.47,358.49,342.05,351.2,15248.88656337
2014-11-22,351.19,365.93,350.7,353.12,6705.69768625
2014-11-23,354.29,373.5,353.01,367.17,7971.8468309
2014-11-24,367.17,389.99,366.67,375.99,19079.67673317
2014-11-25,375.99,395.11,374.31,377.37,16156.69521149
2014-11-26,377.05,379.22,363.38,368.5,13021.29404586
2014-11-27,368.5,375.33,366.37,369.98,6218.38973362
2014-11-28,369.98,381.34,358.0,376.86,13791.86724228
2014-11-29,376.0,386.6,372.25,375.49,7252.09196527
2014-11-30,375.48,381.99,373.32,377.01,3085.29878738
2014-12-01,376.09,382.31,373.03,376.53,6937.82496739
2014-12-02,376.53,382.86,375.23,379.52,6550.77898256
2014-12-03,379.52,383.0,374.01,375.33,8457.23114708
2014-12-04,376.61,378.99,360.0,369.16,12332.87330712
2014-12-05,369.89,377.89,365.61,376.0,8600.51463149
2014-12-06,376.0,376.99,371.31,374.38,2386.1287834
2014-12-07,375.05,377.5,373.16,377.26,2490.66834657
2014-12-08,376.03,377.26,359.01,361.3,12336.72926731
2014-12-09,362.74,364.59,343.97,352.03,19034.12180696
2014-12-10,352.02,353.74,345.0,345.21,6964.18847778
2014-12-11,345.22,364.43,339.8,348.9,16159.74714638
2014-12-12,348.88,358.59,348.0,352.24,8079.63021756
2014-12-13,353.33,354.41,347.03,351.67,3845.24282719
2014-12-14,351.67,359.3,347.44,356.52,6538.8930965
2014-12-15,357.3,357.3,346.21,349.0,8092.84138056
2014-12-16,348.85,349.35,327.34,329.05,18183.37192451
2014-12-17,329.05,335.99,315.23,322.0,22891.99364168
2014-12-18,321.96,325.61,304.99,312.67,21603.61278539
2014-12-19,312.65,320.0,307.11,318.33,15995.61891376
2014-12-20,318.58,333.0,316.52,331.79,11378.8885085
2014-12-21,331.77,332.31,318.78,320.01,6358.0824846
2014-12-22,320.88,333.99,319.9,331.56,11812.76642619
2014-12-23,332.52,338.99,327.49,336.92,7679.77400906
2014-12-24,336.9,336.9,320.92,323.06,5884.87599768
2014-12-25,323.03,323.72,316.63,319.86,3888.24814964
2014-12-26,319.85,332.0,316.64,328.27,6406.26442873
2014-12-27,329.31,329.31,311.63,316.47,8687.53555717
2014-12-28,316.48,319.56,311.22,317.64,4121.07585359
2014-12-29,317.64,320.14,310.26,313.01,6929.62620397
2014-12-30,313.36,316.77,310.0,311.07,8885.65978227
2014-12-31,311.1,321.0,310.69,321.0,6338.20111979
2015-01-01,321.0,321.0,312.6,313.81,3087.43655395
2015-01-02,313.82,317.01,311.96,315.42,3468.28137523
2015-01-03,315.42,316.58,280.0,282.0,21752.71914628
2015-01-04,280.0,289.39,255.0,264.0,41441.27855287
2015-01-05,264.55,280.0,264.07,276.8,9528.27100203
2015-01-06,276.8,276.8,276.8,276.8,0.0
2015-01-07,276.8,276.8,276.8,276.8,0.0
2015-01-08,276.8,276.8,276.8,276.8,0.0
2015-01-09,272.45,305.0,272.45,293.97,9914.24959431
2015-01-10,293.89,295.0,271.03,275.59,29448.7778452
2015-01-11,275.6,280.94,262.08,266.39,12758.94904418
2015-01-12,266.34,272.43,263.54,267.42,10478.25021362
2015-01-13,267.1,268.15,216.0,227.0,60556.16271657
2015-01-14,227.01,230.89,152.4,171.41,124188.88508262
2015-01-15,172.0,233.9,168.5,210.98,83488.41618527
2015-01-16,210.69,223.15,198.04,208.03,34723.34835252
2015-01-17,208.02,212.84,192.17,199.69,19121.88947943
2015-01-18,199.69,222.0,195.02,211.85,18205.18036191
2015-01-19,211.8,220.94,207.7,216.34,13037.39910942
2015-01-20,216.01,216.81,201.98,210.65,14129.24018574
2015-01-21,211.94,228.9,205.0,227.16,23160.65691071
2015-01-22,227.75,239.0,226.01,234.08,25405.32961321
2015-01-23,234.08,240.0,225.55,233.64,15268.26848621
2015-01-24,233.42,249.99,230.03,249.19,13793.77647935
2015-01-25,249.33,257.0,241.33,255.31,28760.92842785
2015-01-26,254.67,309.9,254.67,274.8,55829.61359418
2015-01-27,274.76,278.51,243.1,263.98,21159.82627628
2015-01-28,263.97,266.45,225.91,236.07,28092.33473262
2015-01-29,236.07,242.18,220.0,235.79,26012.16941088
2015-01-30,235.12,244.98,225.52,228.98,20614.83694356
2015-01-31,228.96,234.8,215.75,216.9,19208.27905286
2015-02-01,218.04,233.0,208.48,226.93,18408.25262142
2015-02-02,226.93,241.98,221.79,238.47,15612.79489965
2015-02-03,238.38,244.39,223.79,227.99,17499.53324051
2015-02-04,227.94,231.0,220.02,227.0,14983.46398269
2015-02-05,226.93,229.0,210.43,216.81,12982.78595784
2015-02-06,216.46,225.86,210.59,223.37,10951.78709403
2015-02-07,223.44,231.14,221.77,228.3,9663.67430958
2015-02-08,228.78,232.89,217.28,223.88,13775.00949471
2015-02-09,223.92,225.99,215.0,220.9,19473.95664749
2015-02-10,220.91,222.0,215.0,220.42,6882.64684416
2015-02-11,220.42,223.43,217.99,219.55,10676.2930765
2015-02-12,219.57,223.09,218.01,223.0,6964.60636718
2015-02-13,223.02,242.35,221.37,237.0,21412.45902435
2015-02-14,237.0,259.31,236.9,256.99,19824.7530547
2015-02-15,256.81,267.92,227.75,235.63,29173.27099242
2015-02-16,235.61,241.23,229.2,234.7,12394.82940626
2015-02-17,234.69,248.78,232.01,244.7,13121.54112887
2015-02-18,244.6,247.0,232.01,237.37,12821.91161908
2015-02-19,237.37,245.01,235.59,240.59,8704.33972786
2015-02-20,240.61,249.32,239.41,245.48,9342.68925514
2015-02-21,245.0,247.8,244.0,245.41,2982.21200485
2015-02-22,245.84,247.42,232.48,236.5,7751.74971592
2015-02-23,236.46,241.0,232.05,239.65,6327.72647507
2015-02-24,239.63,240.97,236.07,239.55,5144.11355689
2015-02-25,239.53,240.98,236.0,237.97,3810.53504108
2015-02-26,237.99,238.55,234.01,236.84,5492.00801445
2015-02-27,236.83,256.15,236.16,252.78,22012.00337072
2015-02-28,252.29,254.56,245.2,253.47,5626.62832387
2015-03-01,253.45,260.25,245.0,258.34,9678.17855999
2015-03-02,257.95,277.0,255.61,274.93,18015.2597941
2015-03-03,275.95,284.95,265.89,281.0,20977.32087667
2015-03-04,281.03,283.88,264.94,270.78,14313.16689305
2015-03-05,270.72,280.5,262.2,273.09,11428.33845657
2015-03-06,273.46,276.46,269.0,272.68,6853.27991548
2015-03-07,272.61,279.48,270.0,276.71,5716.65477613
2015-03-08,276.71,277.57,271.12,275.0,4430.69079482
2015-03-09,275.0,289.0,274.17,287.12,11996.31878526
2015-03-10,287.12,296.8,283.96,290.0,13129.06090198
2015-03-11,290.0,296.79,285.83,296.54,6737.50300267
2015-03-12,296.29,297.95,289.0,295.31,7880.67396576
2015-03-13,295.66,295.66,282.99,283.25,9610.54940209
2015-03-14,283.25,287.69,280.46,282.01,5375.79972728
2015-03-15,282.36,287.75,281.42,286.75,2430.04567943
2015-03-16,286.79,294.26,285.78,289.27,6499.91827306
2015-03-17,289.27,292.99,281.9,282.8,6447.41955337
2015-03-18,282.8,284.0,249.02,256.45,21654.68207136
2015-03-19,256.59,265.95,249.0,261.81,15017.74171871
2015-03-20,261.97,265.27,257.0,261.96,5678.38004156
2015-03-21,261.92,262.49,256.25,260.0,4623.89487205
2015-03-22,260.0,272.0,259.24,267.74,5976.83852547
2015-03-23,268.28,270.07,259.5,265.94,8658.47290411
2015-03-24,265.98,266.52,241.84,245.0,19085.78920377
2015-03-25,245.29,250.0,236.4,246.94,12881.632767
2015-03-26,246.99,253.75,244.91,249.23,8385.93723302
2015-03-27,249.23,250.52,245.12,247.94,6089.84638076
2015-03-28,247.93,253.83,247.25,252.87,5685.6395593
2015-03-29,252.91,252.96,239.96,242.0,6690.22838851
2015-03-30,242.41,248.86,236.52,247.95,7951.74713786
2015-03-31,247.95,248.59,238.55,244.24,8114.08955665
2015-04-01,243.93,246.83,239.32,246.69,6226.01646439
2015-04-02,246.68,256.96,244.52,253.28,9806.82220308
2015-04-03,253.22,256.67,251.23,254.19,5048.57737559
2015-04-04,254.19,255.85,250.76,253.7,2769.28165782
2015-04-05,253.6,261.0,251.65,260.54,5759.36016001
2015-04-06,260.57,262.98,254.0,255.58,5960.67763299
2015-04-07,255.54,256.62,251.5,253.72,6010.26758151
2015-04-08,253.71,254.96,243.06,244.58,11663.65615515
2015-04-09,244.84,246.3,238.47,243.43,7943.71054055
2015-04-10,243.75,243.94,231.0,235.99,11549.63065654
2015-04-11,235.99,239.42,233.0,236.15,4108.50400057
