date,open,high,low,close,volume
2017-04-10,1205.2,1219.71,1195.0,1209.25,3656.81631296
2017-04-11,1209.99,1229.0,1198.02,1218.99,3487.75310814
2017-04-12,1218.99,1224.57,1208.0,1212.17,3475.19462571
2017-04-13,1212.16,1219.45,1141.0,1172.91,7135.3029565
2017-04-14,1172.56,1193.0,1142.0,1170.34,8982.76789635
2017-04-15,1169.53,1192.5,1165.0,1173.45,1804.4507968
2017-04-16,1171.0,1179.3,1150.0,1162.31,2663.99028304
2017-04-17,1162.31,1192.5,1161.0,1176.54,3568.82507477
2017-04-18,1176.59,1210.0,1175.95,1202.58,5514.18240451
2017-04-19,1202.59,1209.99,1190.0,1203.98,6046.51943656
2017-04-20,1203.98,1243.88,1201.66,1234.19,5972.93539154
2017-04-21,1234.93,1252.32,1231.65,1243.61,5023.0385204
2017-04-22,1243.6,1247.15,1199.0,1233.2,4173.28321472
2017-04-23,1231.85,1248.99,1223.42,1241.99,2604.72196524
2017-04-24,1242.0,1254.0,1234.0,1253.58,3048.68890003
2017-04-25,1253.57,1280.0,1251.07,1269.0,5249.77353318
2017-04-26,1271.4,1330.0,1265.0,1287.99,8707.63904245
2017-04-27,1287.92,1342.02,1285.0,1331.53,6669.98746832
2017-04-28,1331.0,1347.02,1299.0,1330.7,8234.2755437
2017-04-29,1333.93,1342.8,1316.0,1333.0,3927.45061482
2017-04-30,1336.77,1356.0,1315.68,1350.21,3536.1758111
2017-05-01,1348.88,1425.0,1341.22,1390.86,8604.41493207
2017-05-02,1390.86,1481.73,1388.0,1447.75,8920.68985793
2017-05-03,1447.75,1516.04,1431.02,1503.22,11077.5894872
2017-05-04,1503.25,1623.01,1444.94,1537.23,19548.52973673
2017-05-05,1537.36,1609.0,1495.0,1514.9,15603.68436616
2017-05-06,1515.39,1578.97,1505.0,1558.02,7901.1428401
2017-05-07,1554.04,1565.0,1525.0,1554.01,7667.78585113
2017-05-08,1554.38,1653.97,1554.38,1649.54,19262.35352625
2017-05-09,1649.55,1760.4,1616.05,1720.28,16807.73323227
2017-05-10,1720.26,1794.21,1682.0,1772.58,11265.37863829
2017-05-11,1774.52,1892.0,1745.01,1828.45,14740.21932638
2017-05-12,1830.85,1832.0,1650.0,1691.51,17062.84462773
2017-05-13,1690.33,1785.82,1601.46,1776.89,10532.23451343
2017-05-14,1776.8,1815.0,1753.0,1784.0,4816.73208815
2017-05-15,1782.3,1784.0,1682.56,1705.48,13316.80217814
2017-05-16,1706.07,1750.0,1641.22,1700.01,16554.0885802
2017-05-17,1700.01,1840.42,1670.01,1782.99,17797.31852412
2017-05-18,1779.0,1881.8,1766.33,1878.99,11916.1233907
2017-05-19,1879.0,1969.99,1874.99,1958.0,14124.61831495
2017-05-20,1959.09,2021.0,1914.0,2013.99,12309.94747354
2017-05-21,2013.99,2063.11,1961.52,2017.55,6755.83436855
2017-05-22,2017.55,2230.34,2001.0,2099.97,16338.53540635
2017-05-23,2088.76,2275.0,2088.45,2264.23,14138.91966835
2017-05-24,2265.9,2481.75,2264.64,2420.29,22144.5982011
2017-05-25,2420.29,2760.1,2221.0,2292.53,32964.76142591
2017-05-26,2277.01,2599.12,2060.0,2279.82,28326.82201443
2017-05-27,2280.7,2339.94,1850.0,2042.0,26216.2751269
2017-05-28,2042.89,2313.96,2041.48,2178.81,15375.21812611
2017-05-29,2172.54,2350.0,2110.0,2292.1,12129.27808588
2017-05-30,2290.18,2339.08,2160.0,2203.51,13888.85097299
2017-05-31,2201.7,2334.0,2154.28,2298.01,16279.2924315
2017-06-01,2298.01,2456.39,2296.81,2413.63,18401.66360125
2017-06-02,2413.58,2489.0,2370.03,2488.94,12428.70059429
2017-06-03,2488.94,2584.34,2445.0,2540.94,10810.58468925
2017-06-04,2538.1,2569.0,2460.0,2530.27,8828.62494281
2017-06-05,2530.27,2699.35,2525.28,2698.0,12221.444806
2017-06-06,2698.0,2933.0,2689.4,2880.74,26695.67081758
2017-06-07,2875.71,2893.28,2612.5,2683.03,16967.04353572
2017-06-08,2680.24,2815.0,2613.13,2806.0,13251.40544911
2017-06-09,2805.46,2868.23,2780.43,2822.32,8036.31356941
2017-06-10,2818.0,2912.98,2800.0,2899.99,9593.36119146
2017-06-11,2899.01,2967.46,2861.53,2954.22,6830.60683981
2017-06-12,2954.23,2980.0,2480.03,2667.06,31534.9460555
2017-06-13,2656.97,2783.62,2638.62,2703.02,16275.83441252
2017-06-14,2705.99,2801.0,2320.0,2450.0,29478.82028393
2017-06-15,2451.42,2516.2,2120.0,2424.91,36751.09130817
2017-06-16,2424.96,2540.0,2307.66,2484.68,13802.39329983
2017-06-17,2484.68,2674.4,2420.53,2630.0,11142.98518556
2017-06-18,2630.06,2665.0,2460.62,2516.98,9424.23118056
2017-06-19,2516.98,2598.0,2480.96,2598.0,10570.672525
2017-06-20,2598.0,2783.0,2581.0,2740.0,15891.69948817
2017-06-21,2734.03,2789.0,2611.0,2657.04,15676.32352625
2017-06-22,2658.67,2740.0,2594.61,2713.48,10792.78764641
2017-06-23,2713.48,2745.0,2657.46,2685.05,8232.48064925
2017-06-24,2685.05,2724.96,2512.13,2557.66,13342.81785584
2017-06-25,2557.66,2635.72,2432.0,2502.03,10339.57437415
2017-06-26,2502.26,2550.03,2315.01,2421.22,22094.21151071
2017-06-27,2421.21,2565.0,2291.0,2565.0,19129.59650756
2017-06-28,2565.0,2593.0,2468.01,2559.9,12274.54530348
2017-06-29,2550.99,2594.78,2500.31,2541.59,8125.37763725
2017-06-30,2538.41,2564.58,2451.0,2465.49,8715.71676156
2017-07-01,2465.48,2517.11,2390.0,2412.41,8885.89349655
2017-07-02,2421.3,2528.72,2374.34,2504.37,8744.53441127
2017-07-03,2504.81,2595.0,2472.68,2550.47,11520.70730801
2017-07-04,2540.07,2639.47,2540.07,2596.12,9662.75941445
2017-07-05,2594.52,2623.0,2530.1,2602.9,10882.83901071
2017-07-06,2598.37,2614.0,2522.0,2600.39,8333.98094907
2017-07-07,2599.01,2605.0,2475.0,2501.46,9430.6154578
2017-07-08,2501.46,2555.0,2462.0,2550.07,5405.89088691
2017-07-09,2550.13,2564.65,2500.5,2502.28,4483.14413363
2017-07-10,2504.0,2527.88,2261.85,2323.45,17296.34045274
2017-07-11,2326.12,2399.0,2242.62,2305.98,17580.96163529
2017-07-12,2301.55,2408.84,2239.54,2388.0,12883.55493809
2017-07-13,2383.97,2425.16,2312.93,2339.99,8429.85040306
2017-07-14,2340.0,2357.84,2140.0,2213.37,12659.01704362
2017-07-15,2209.44,2219.99,1967.65,1970.51,19886.67952318
2017-07-16,1970.51,2044.44,1830.0,1917.63,25562.70564457
2017-07-17,1917.72,2229.97,1910.57,2226.0,26448.50140255
2017-07-18,2226.0,2392.0,2164.0,2303.71,25204.48960246
2017-07-19,2308.82,2402.5,2223.0,2265.21,17009.88349592
2017-07-20,2265.51,2938.0,2265.51,2875.03,30989.89112526
2017-07-21,2880.0,2887.45,2611.39,2670.0,20724.16050338
2017-07-22,2667.01,2882.0,2644.59,2832.71,12819.63134804
2017-07-23,2824.82,2855.0,2640.0,2749.02,11001.96460067
2017-07-24,2756.8,2800.0,2701.0,2759.98,10001.9150661
2017-07-25,2759.95,2775.79,2450.0,2564.82,21326.54783885
2017-07-26,2564.74,2608.96,2400.0,2524.99,17713.6744658
2017-07-27,2524.99,2695.0,2509.63,2666.33,11826.47519948
2017-07-28,2666.33,2825.0,2655.82,2777.01,14069.50149214
2017-07-29,2777.01,2785.65,2631.78,2680.56,10782.21753675
2017-07-30,2681.6,2774.45,2569.69,2742.37,9678.16126067
2017-07-31,2745.76,2889.99,2680.01,2855.81,11114.33554221
2017-08-01,2855.81,2929.17,2615.0,2731.0,12525.07669112
2017-08-02,2732.0,2760.0,2650.0,2703.51,9486.62552563
2017-08-03,2703.51,2807.44,2698.83,2793.37,7963.69799924
2017-08-04,2793.34,2877.52,2765.91,2855.0,7635.8216719
2017-08-05,2851.01,3339.66,2848.32,3263.62,16996.27310091
2017-08-06,3263.51,3296.51,3146.1,3222.75,5998.73578852
2017-08-07,3216.78,3430.0,3186.0,3387.55,12046.11726501
2017-08-08,3387.54,3490.0,3300.0,3412.41,15835.37020781
2017-08-09,3408.46,3423.1,3178.72,3342.99,14286.84413824
2017-08-10,3342.99,3448.0,3311.17,3413.03,9031.12128021
2017-08-11,3410.0,3705.0,3390.67,3645.06,11927.37333424
2017-08-12,3651.74,3934.0,3586.95,3855.1,12351.07466143
2017-08-13,3855.04,4190.0,3841.71,4053.87,15889.82978854
2017-08-14,4053.87,4329.43,3964.96,4306.23,14212.30420724
2017-08-15,4320.95,4400.0,3800.0,4155.67,25515.71801437
2017-08-16,4154.99,4379.78,3926.06,4378.84,12923.63728054
2017-08-17,4370.01,4469.0,4180.0,4280.01,19980.89160504
2017-08-18,4280.01,4350.0,3960.47,4101.72,20823.05141554
2017-08-19,4101.72,4186.1,4000.0,4157.41,10502.74082464
2017-08-20,4157.41,4190.21,4044.52,4050.99,8331.87235879
2017-08-21,4050.99,4089.99,3950.88,4002.0,12417.65707555
2017-08-22,4002.0,4145.0,3583.46,4092.0,21922.49731034
2017-08-23,4092.0,4247.88,4058.26,4143.49,11746.0041498
2017-08-24,4142.5,4349.99,4112.76,4312.03,10247.98420911
2017-08-25,4312.03,4453.9,4284.01,4360.0,10918.77972836
2017-08-26,4360.0,4374.39,4260.01,4344.32,6146.47876206
2017-08-27,4344.32,4392.0,4309.87,4340.11,7041.34420177
2017-08-28,4343.5,4396.0,4200.0,4384.99,10452.60382073
2017-08-29,4384.99,4656.83,4350.0,4599.0,14509.95812379
2017-08-30,4599.01,4635.21,4500.55,4581.98,10383.4343046
2017-08-31,4581.98,4769.03,4580.84,4743.94,13628.46777811
2017-09-01,4743.94,4948.0,4706.0,4947.99,16762.80580838
2017-09-02,4948.0,4980.0,4500.0,4649.99,19577.18874549
2017-09-03,4642.39,4749.99,4524.0,4626.05,11569.36076538
2017-09-04,4626.05,4628.05,4234.16,4498.25,20518.88448285
2017-09-05,4498.46,4514.95,4242.38,4432.51,17315.43019201
2017-09-06,4432.51,4692.0,4431.0,4616.18,16174.30433105
2017-09-07,4616.18,4665.44,4475.01,4624.18,8455.04147983
2017-09-08,4624.18,4679.99,4140.0,4350.0,22102.7184586
2017-09-09,4350.0,4449.95,4180.0,4334.36,10073.89558667
2017-09-10,4334.36,4349.99,4139.0,4251.36,10078.69985674
2017-09-11,4251.36,4365.0,4111.14,4210.72,9068.25507562
2017-09-12,4210.72,4375.37,4080.0,4164.52,12373.3985777
2017-09-13,4164.52,4174.53,3726.0,3855.32,22842.53225552
2017-09-14,3855.61,3923.0,3230.05,3250.4,36363.92501211
2017-09-15,3249.99,3894.48,2975.01,3740.02,54488.48241948
2017-09-16,3740.02,4042.98,3600.0,3726.51,19031.68597217
2017-09-17,3726.51,3841.0,3475.64,3719.97,11718.88020167
2017-09-18,3719.98,4130.0,3717.56,4100.0,16906.72338998
2017-09-19,4100.0,4125.22,3850.44,3910.11,13781.15538642
2017-09-20,3910.11,4044.0,3850.01,3872.06,9910.40111429
2017-09-21,3872.07,3903.57,3571.0,3617.47,14978.48542601
2017-09-22,3617.47,3767.77,3509.79,3619.01,12649.02130076
2017-09-23,3619.01,3818.89,3580.0,3787.33,6595.93530667
2017-09-24,3787.33,3789.36,3630.01,3669.01,4692.79090244
2017-09-25,3669.01,3969.37,3669.01,3919.78,9583.73758911
2017-09-26,3919.98,3960.0,3854.29,3885.09,5893.22353833
2017-09-27,3885.09,4228.39,3880.36,4200.0,12072.66869574
2017-09-28,4200.0,4269.95,4122.0,4189.42,7903.94689054
2017-09-29,4189.42,4212.99,4015.17,4156.99,10360.83388071
2017-09-30,4156.99,4356.28,4143.52,4339.0,6235.07845604
2017-10-01,4339.01,4396.99,4256.92,4394.81,5366.91196997
2017-10-02,4394.81,4470.0,4354.23,4392.71,8647.75799194
2017-10-03,4392.71,4419.95,4240.0,4307.99,10606.10621945
2017-10-04,4307.99,4344.0,4175.3,4214.84,6555.27096872
2017-10-05,4214.84,4365.21,4150.01,4320.04,6482.32778439
2017-10-06,4320.02,4407.0,4299.99,4362.99,6441.72560363
2017-10-07,4363.0,4449.42,4320.0,4425.0,4178.25089288
2017-10-08,4425.0,4612.0,4420.01,4603.49,7159.77178341
2017-10-09,4603.5,4875.39,4561.0,4769.55,14273.86832882
2017-10-10,4769.55,4925.65,4701.53,4750.0,13709.70806252
2017-10-11,4750.0,4869.97,4720.21,4814.99,7238.87876179
2017-10-12,4814.99,5440.92,4809.59,5440.0,20097.68845511
2017-10-13,5440.0,5867.0,5390.0,5624.8,26597.9752588
2017-10-14,5624.87,5839.8,5567.86,5819.13,8999.20367594
2017-10-15,5819.13,5849.83,5455.5,5693.7,11817.32828781
2017-10-16,5693.7,5785.3,5575.55,5754.9,8820.66040004
2017-10-17,5754.9,5769.99,5525.0,5594.0,9121.4068495
2017-10-18,5593.97,5600.0,5102.0,5574.44,17620.49150442
2017-10-19,5574.02,5750.0,5529.44,5704.01,8908.55652227
2017-10-20,5704.0,6063.99,5630.0,5989.1,16708.981564
2017-10-21,5989.1,6189.1,5868.26,6024.86,14614.73525277
2017-10-22,6024.85,6082.3,5755.95,6005.05,10770.42951293
2017-10-23,6005.05,6057.02,5650.98,5905.99,16446.78333056
2017-10-24,5906.0,5906.0,5462.19,5525.43,18281.54006372
2017-10-25,5525.43,5765.0,5376.71,5739.97,14136.58125946
2017-10-26,5739.97,6000.0,5701.0,5891.61,11850.82718824
2017-10-27,5891.61,5998.0,5708.8,5780.0,9337.84412481
2017-10-28,5780.0,5894.0,5715.0,5752.01,5453.79798889
2017-10-29,5752.01,6298.99,5728.0,6140.01,12509.85515088
2017-10-30,6140.01,6200.0,6028.0,6124.16,8341.53244599
2017-10-31,6124.16,6472.13,6095.96,6445.01,15024.49558504
2017-11-01,6445.01,6784.0,6363.59,6783.69,20571.58188569
2017-11-02,6783.69,7445.0,6759.0,7039.98,35889.38819701
2017-11-03,7039.99,7449.99,6955.89,7170.01,24759.33130603
2017-11-04,7170.01,7498.0,7011.1,7412.55,13668.92328073
2017-11-05,7412.35,7630.0,7310.0,7392.0,16504.95764862
2017-11-06,7391.95,7432.49,6900.73,6969.76,24287.52091386
2017-11-07,6969.76,7232.84,6968.49,7126.63,14505.79432211
2017-11-08,7128.99,7898.0,7031.66,7467.96,38184.63758966
2017-11-09,7467.97,7470.01,7079.0,7156.0,18059.36167926
2017-11-10,7156.0,7350.0,6426.0,6577.62,34072.93239507
2017-11-11,6577.63,6894.99,6201.01,6346.7,25651.2940802
2017-11-12,6346.64,6486.0,5511.11,5886.35,52487.43253081
2017-11-13,5886.35,6841.45,5850.0,6535.87,36435.45627543
2017-11-14,6535.87,6748.0,6450.0,6605.0,20256.43299376
2017-11-15,6605.0,7349.0,6605.0,7294.0,27878.77629558
2017-11-16,7294.0,7985.37,7130.0,7838.53,29352.77615064
2017-11-17,7838.54,7988.5,7536.0,7714.71,25045.6530014
2017-11-18,7714.7,7847.98,7502.0,7777.01,14707.53684425
2017-11-19,7777.01,8098.62,7700.0,8031.82,14765.96963561
2017-11-20,8031.83,8293.25,7969.0,8256.01,15693.26060594
2017-11-21,8256.01,8375.0,7802.99,8109.0,31256.2619911
2017-11-22,8109.0,8298.98,8103.13,8250.0,13690.8317595
2017-11-23,8250.0,8274.98,8031.16,8031.16,11919.91670069
2017-11-24,8031.16,8324.0,7900.0,8215.01,14748.71323788
2017-11-25,8215.01,8795.5,8203.98,8795.5,16482.32785846
2017-11-26,8795.5,9596.0,8795.5,9401.11,28641.69759252
2017-11-27,9401.11,9795.0,9401.0,9768.71,25683.3262464
2017-11-28,9768.71,9989.95,9705.99,9949.0,18960.42673846
2017-11-29,9949.0,11485.0,8595.55,9935.98,70224.99702034
2017-11-30,9920.81,10850.0,9135.6,9903.0,42536.31363519
2017-12-01,9903.01,10937.0,9517.0,10869.84,33257.5736678
2017-12-02,10869.85,11100.0,10701.0,10930.24,20197.01810153
2017-12-03,10930.24,11891.0,10601.0,11290.0,31415.80537618
2017-12-04,11290.0,11650.0,10950.0,11643.98,20180.88652913
2017-12-05,11643.99,11875.0,11532.0,11718.35,17711.49076161
2017-12-06,11718.34,14425.0,11717.5,14090.0,51358.74592889
2017-12-07,14090.0,19697.0,13500.0,17390.01,84528.1023714
2017-12-08,17390.01,17777.69,13788.99,16367.03,68522.70363443
2017-12-09,16367.03,16499.0,13550.0,15309.98,41170.50758947
2017-12-10,15309.99,16300.0,13501.0,15290.01,52882.81594883
2017-12-11,15290.01,17493.0,15200.0,16885.76,41169.69239233
2017-12-12,16885.76,18149.99,16375.0,17730.12,38219.40739552
2017-12-13,17730.12,17900.0,15700.0,16689.61,31867.18168864
2017-12-14,16689.62,17199.6,16256.0,16749.78,16329.87585067
2017-12-15,16749.79,17899.0,16745.0,17738.67,28605.3275268
2017-12-16,17738.68,19797.0,17630.0,19650.01,24853.68358079
2017-12-17,19650.02,19891.99,19010.0,19378.99,21476.23509637
2017-12-18,19378.99,19385.0,18200.0,19039.01,26385.52352887
2017-12-19,19039.01,19099.0,16800.0,17838.73,32148.34752127
2017-12-20,17838.73,17890.0,14001.0,16496.89,47992.44424371
2017-12-21,16496.9,17364.57,15151.0,15758.8,28740.89368429
2017-12-22,15758.8,15974.95,10400.0,14210.57,103039.93421339
2017-12-23,14229.47,16261.0,13750.0,15075.89,30795.88799527
2017-12-24,15075.89,15109.27,13210.0,14221.94,24834.83362307
2017-12-25,14221.93,14774.0,13450.0,14171.98,15425.35357187
2017-12-26,14171.99,16148.0,14171.98,15790.88,22462.7056247
2017-12-27,15790.88,16490.0,14524.37,15367.08,24957.62817381
2017-12-28,15360.01,15489.0,13500.0,14450.01,31273.57825037
2017-12-29,14450.01,15105.34,14041.81,14565.05,18476.05198941
2017-12-30,14565.04,14639.79,12500.0,12839.99,28787.73764058
2017-12-31,12839.98,14280.26,12633.8,13863.13,18604.28576752
2018-01-01,13863.14,13889.0,12952.5,13480.01,12295.00653579
2018-01-02,13480.0,15275.0,13005.0,14781.51,26387.93493436
2018-01-03,14781.52,15400.0,14628.0,15098.14,17877.49528646
2018-01-04,15098.23,15400.0,14230.0,15144.99,20010.43634249
2018-01-05,15145.0,17178.0,14819.78,16960.01,22917.78066891
2018-01-06,16960.01,17174.0,16251.01,17098.99,14104.21391996
2018-01-07,17099.0,17115.01,15755.01,16174.22,12341.08084887
2018-01-08,16174.22,16275.0,14000.0,14993.74,23151.96462195
2018-01-09,14993.73,15384.0,14230.0,14480.99,15384.62464501
2018-01-10,14481.0,14875.18,13550.01,14875.18,22664.54513634
2018-01-11,14875.17,14970.0,12800.01,13308.06,28889.12130985
2018-01-12,13308.06,14080.83,12900.0,13820.0,14816.77240977
2018-01-13,13820.0,14500.0,13792.25,14187.95,10491.10485473
2018-01-14,14187.94,14332.85,13110.0,13656.23,10783.39313813
2018-01-15,13656.23,14253.0,13416.0,13590.0,10511.84043108
2018-01-16,13590.0,13643.66,9928.62,11570.01,62207.83296297
2018-01-17,11570.01,12358.89,9005.0,11200.01,63957.23278928
2018-01-18,11204.64,12123.1,10687.21,11305.53,30134.64772622
2018-01-19,11305.53,11973.99,11050.0,11498.99,15959.30876174
2018-01-20,11499.0,12985.55,11498.99,12762.8,18749.95639326
2018-01-21,12762.8,12762.8,11118.0,11518.17,16426.17776825
2018-01-22,11518.17,11849.0,10025.0,10766.7,24352.57045749
2018-01-23,10766.7,11370.0,9945.0,10824.94,21897.02947424
2018-01-24,10824.95,11450.0,10450.0,11356.79,15159.74617502
2018-01-25,11356.8,11690.0,10851.0,11118.0,13803.3994887
2018-01-26,11118.0,11570.0,10305.0,11086.89,19343.28195401
2018-01-27,11086.88,11494.08,10850.0,11319.0,12301.187315
2018-01-28,11319.0,11697.24,11234.38,11536.0,13684.87204513
2018-01-29,11536.0,11570.0,10840.0,11123.01,11166.05984506
2018-01-30,11123.01,11150.0,9711.11,9995.0,27589.87336945
2018-01-31,9995.0,10299.95,9601.02,10099.99,19533.73809729
2018-02-01,10099.99,10166.25,8400.0,9014.23,38171.97003425
2018-02-02,9014.22,9090.08,7540.0,8787.52,52039.26807721
2018-02-03,8787.52,9499.0,8115.48,9240.0,23700.98508963
2018-02-04,9227.8,9350.0,7859.0,8167.91,24062.18195663
2018-02-05,8167.9,8349.16,6425.75,6905.19,59578.69822102
2018-02-06,6905.2,7948.89,5873.0,7688.46,91895.11062729
2018-02-07,7688.47,8650.0,7212.82,7575.75,50916.57889564
2018-02-08,7575.76,8625.0,7550.0,8218.1,31649.57658512
2018-02-09,8218.07,8700.0,7750.0,8671.01,27558.51614051
2018-02-10,8671.0,9090.0,8155.0,8547.49,24910.69248868
2018-02-11,8547.48,8547.49,7851.0,8072.99,16804.11338411
2018-02-12,8073.0,8950.0,8072.99,8872.28,19718.28616707
2018-02-13,8872.27,8925.0,8393.1,8520.01,13952.55754805
2018-02-14,8520.01,9482.5,8520.0,9472.98,24374.64430846
2018-02-15,9472.98,10249.81,9342.46,10031.23,32372.79739747
2018-02-16,10031.23,10307.68,9729.58,10167.49,17843.54690778
2018-02-17,10167.49,11149.0,10057.0,11121.5,20781.56168216
2018-02-18,11121.5,11299.1,10159.0,10380.04,26975.93580105
2018-02-19,10380.03,11274.11,10297.39,11140.0,17634.43505308
2018-02-20,11140.0,11775.0,11000.0,11235.57,28425.12094891
2018-02-21,11235.57,11279.99,10250.0,10454.27,30042.03089218
2018-02-22,10453.83,10900.0,9715.27,9830.0,28095.90851163
2018-02-23,9830.0,10390.77,9576.43,10144.99,20779.94318193
2018-02-24,10144.99,10494.14,9372.72,9688.62,19729.38570667
2018-02-25,9688.61,9850.0,9324.75,9597.99,11707.16167099
2018-02-26,9600.0,10447.74,9404.0,10300.0,19118.9938219
2018-02-27,10300.0,10845.07,10133.33,10566.57,18240.52935154
2018-02-28,10556.3,11044.0,10263.0,10307.27,19688.06956326
2018-03-01,10307.26,11075.0,10213.99,10895.92,15390.55106388
2018-03-02,10895.93,11149.0,10765.0,11000.0,13838.03908182
2018-03-03,11000.01,11494.57,11000.0,11432.5,13198.55336472
2018-03-04,11432.51,11487.0,11041.0,11469.9,8635.84247054
2018-03-05,11469.9,11645.74,11339.0,11377.54,11051.44857722
2018-03-06,11371.5,11395.63,10565.85,10700.0,18565.88802786
2018-03-07,10700.0,10894.0,9400.0,9925.0,32486.56622749
2018-03-08,9925.0,10098.0,9050.0,9304.89,23426.7950493
2018-03-09,9304.9,9410.0,8370.0,9255.0,42041.35761821
2018-03-10,9255.0,9518.77,8720.08,8795.44,17254.85640436
2018-03-11,8795.45,9760.0,8516.0,9533.88,21816.15454135
2018-03-12,9533.88,9890.0,8780.49,9120.0,21281.59414403
2018-03-13,9120.0,9472.88,8855.0,9145.41,17207.40199682
2018-03-14,9145.42,9340.0,7931.0,8207.02,28010.58833814
2018-03-15,8207.02,8400.0,7666.0,8259.99,28014.23390561
2018-03-16,8260.0,8600.0,7911.0,8275.0,16967.92912777
2018-03-17,8274.09,8349.82,7751.0,7857.6,13639.73308518
2018-03-18,7857.59,8302.73,7310.0,8192.0,30536.54458381
2018-03-19,8192.0,8757.5,8108.31,8589.0,25598.67320803
2018-03-20,8589.0,9046.26,8316.15,8900.0,20469.34145312
2018-03-21,8900.0,9174.0,8745.0,8891.81,16007.11697609
2018-03-22,8891.81,9073.93,8467.27,8715.09,14990.23803367
2018-03-23,8715.09,8927.81,8280.04,8927.1,15266.82554983
2018-03-24,8927.8,8999.0,8508.0,8531.34,11863.31062337
2018-03-25,8531.96,8670.0,8359.45,8453.0,9048.85236081
2018-03-26,8453.0,8498.0,7854.0,8145.0,19389.85130451
2018-03-27,8144.99,8219.99,7757.0,7793.61,14987.73034205
2018-03-28,7793.61,8088.0,7727.76,7942.72,10966.69757001
2018-03-29,7942.73,7957.0,6905.0,7080.0,27812.00561903
2018-03-30,7080.0,7275.35,6600.0,6848.01,29312.749662
2018-03-31,6848.01,7200.0,6780.0,6928.5,14951.4968471
2018-04-01,6928.5,7044.46,6450.0,6816.01,15434.52280833
2018-04-02,6816.01,7100.0,6777.28,7045.01,14317.14565509
2018-04-03,7045.01,7520.0,7016.8,7424.9,18923.19243902
2018-04-04,7424.91,7424.91,6708.46,6791.68,15332.55315937
2018-04-05,6791.68,6933.11,6568.64,6785.85,14454.29416624
2018-04-06,6785.86,6847.0,6518.88,6619.01,10756.54967988
2018-04-07,6619.01,7064.64,6605.08,6894.01,10351.3736739
2018-04-08,6894.01,7099.99,6880.0,7020.01,6296.84940676
2018-04-09,7020.01,7169.53,6617.0,6771.13,13950.51963666
2018-04-10,6771.14,6893.29,6661.19,6824.99,7491.82299943
2018-04-11,6825.0,6974.0,6806.01,6942.99,8182.9960061
2018-04-12,6943.0,8050.0,6767.77,7916.0,31205.93316274
2018-04-13,7915.99,8220.0,7760.0,7893.19,22123.21006651
2018-04-14,7893.19,8150.0,7830.0,8003.11,9338.06089305
2018-04-15,8003.12,8392.56,8003.11,8355.25,9899.55458272
2018-04-16,8355.24,8398.98,7905.99,8048.93,13429.26623465
2018-04-17,8048.92,8162.5,7822.0,7892.1,10700.35753361
2018-04-18,7892.11,8243.99,7879.8,8152.05,10973.85923727
2018-04-19,8152.05,8300.0,8101.47,8274.0,11936.23618763
2018-04-20,8274.0,8932.57,8216.21,8866.27,16415.30759081
2018-04-21,8866.27,9038.87,8610.7,8915.42,12305.06569139
2018-04-22,8915.42,9015.0,8754.01,8795.01,7805.76709948
2018-04-23,8795.0,8991.0,8775.1,8931.3,8040.33557959
2018-04-24,8931.31,9728.56,8930.0,9645.1,20843.27006804
2018-04-25,9645.0,9763.49,8602.43,8865.98,31814.1288426
2018-04-26,8865.98,9318.0,8660.0,9272.11,15216.84970266
2018-04-27,9272.12,9369.0,8910.0,8922.55,12087.28643213
2018-04-28,8922.56,9447.0,8863.42,9329.99,8849.51366266
2018-04-29,9329.99,9512.5,9179.99,9389.01,7937.98812228
2018-04-30,9389.01,9447.0,9110.88,9243.83,8862.27320109
2018-05-01,9243.83,9245.37,8831.21,9072.29,11372.35045084
2018-05-02,9072.29,9251.05,8990.0,9190.48,8825.62461492
2018-05-03,9190.47,9800.0,9131.0,9725.74,14956.45443951
2018-05-04,9725.74,9745.0,9451.5,9685.0,10837.90259875
2018-05-05,9685.0,9948.12,9660.28,9800.0,9391.1010713
2018-05-06,9799.99,9880.0,9390.0,9600.0,7651.21500589
2018-05-07,9600.0,9619.55,9162.85,9353.0,9909.98246212
2018-05-08,9356.25,9463.13,9050.0,9177.82,9561.98001906
2018-05-09,9177.81,9370.0,8960.0,9300.08,8628.95083325
2018-05-10,9300.08,9386.32,9001.01,9010.51,7596.46134672
2018-05-11,9010.51,9010.51,8351.0,8403.33,17512.9269818
2018-05-12,8403.33,8658.57,8223.43,8475.0,11392.07649417
2018-05-13,8474.31,8774.32,8345.0,8686.1,6678.59431195
2018-05-14,8686.1,8880.01,8289.79,8670.0,14127.77867728
2018-05-15,8670.0,8847.0,8420.45,8477.46,10892.26808048
2018-05-16,8477.47,8500.0,8103.33,8344.0,10858.39386627
2018-05-17,8344.01,8483.48,8001.0,8059.0,8477.74299592
2018-05-18,8059.0,8280.0,7927.21,8238.51,8239.27592631
2018-05-19,8238.51,8390.0,8152.54,8235.6,4198.42045085
2018-05-20,8235.6,8600.0,8172.0,8516.86,4486.83071279
2018-05-21,8516.86,8584.39,8309.23,8393.44,5125.87838258
2018-05-22,8393.43,8400.0,7950.0,7987.7,6905.26600219
2018-05-23,7987.7,8030.06,7433.19,7505.0,15892.46676728
2018-05-24,7505.01,7734.99,7269.0,7584.15,11375.35825749
2018-05-25,7584.15,7661.85,7326.94,7459.11,8681.38004429
